id_venta,fecha,cliente,ciudad,producto,categoria,cantidad,precio_unitario,total_venta,metodo_pago
248,2023-05-30,Heriberto Vargas,León,Teclado,Oficina,5,2247.5,11237.5,Tarjeta
249,2023-08-14,Rogelio Bernad-Sales,Soria,Monitor,Periféricos,3,1322.81,3968.43,Tarjeta
250,2024-01-20,Juan Antonio Grande-Valentín,León,Teclado,Oficina,1,2319.98,2319.98,Tarjeta
251,2023-12-28,Isabel García Badía,Santa Cruz de Tenerife,Auriculares,Oficina,2,711.9,1423.8,Efectivo
252,2024-12-24,Judith Carballo Beltran,Huelva,Laptop,Oficina,9,2224.14,20017.26,Efectivo
253,2024-07-01,Osvaldo Abad Fortuny,Baleares,Memoria RAM,Tecnología,6,1326.09,7956.54,PayPal
254,2024-10-17,Ruperto Cortés-Cordero,Badajoz,Impresora,Periféricos,8,1221.25,9770.0,Efectivo
255,2023-07-12,Ricardo Bonilla,Vizcaya,Mouse,Tecnología,1,1944.85,1944.85,PayPal
256,2024-02-12,Macaria Barba Morera,Ciudad,Teclado,Periféricos,3,434.04,1302.12,PayPal
257,2024-09-24,Aurora Lara Llorente,Teruel,Laptop,Tecnología,2,2376.46,4752.92,Tarjeta
258,2023-10-23,Chus Moles,Segovia,Impresora,Accesorios,6,165.01,990.06,Tarjeta
259,2024-09-02,Luisina Sánchez-Maestre,Barcelona,Auriculares,Oficina,4,597.79,2391.16,Tarjeta
260,2024-12-06,Quirino Rubio,Madrid,Monitor,Accesorios,3,371.4,1114.2,Transferencia
261,2023-03-27,Marcelo Gimeno Hernando,Madrid,Memoria RAM,Accesorios,8,771.38,6171.04,PayPal
262,2024-12-12,Flora Castilla Valentín,Palencia,Disco SSD,Oficina,5,997.82,4989.1,Transferencia
263,2023-02-19,Ignacio Barranco Arregui,Ciudad,Monitor,Oficina,2,2270.78,4541.56,PayPal
264,2024-07-01,Marcelino Vaquero-Laguna,Teruel,Impresora,Accesorios,1,1029.23,1029.23,Efectivo
265,2023-04-14,Anabel Moles-Huerta,Granada,Tablet,Oficina,10,727.49,7274.9,Tarjeta
266,2023-01-28,Jerónimo Prieto Peña,Málaga,Memoria RAM,Tecnología,4,2398.4,9593.6,Tarjeta
267,2024-09-05,Reyes Visitación Puig Garrido,Murcia,Mouse,Tecnología,10,738.08,7380.8,Transferencia
268,2023-02-07,Albina Baena-Pi,Cantabria,Memoria RAM,Oficina,1,1549.14,1549.14,Transferencia
269,2024-04-14,Ángel Gimeno Planas,Huesca,Memoria RAM,Accesorios,1,1056.59,1056.59,Efectivo
270,2024-06-29,Gregorio Castellanos Rios,Zaragoza,Disco SSD,Tecnología,2,1795.15,3590.3,Efectivo
271,2025-01-08,Filomena Gomila Marín,La Rioja,Tablet,Oficina,2,269.02,538.04,Tarjeta
272,2024-10-22,Adalberto Sainz Bernal,Segovia,Teclado,Oficina,7,1091.81,7642.67,Transferencia
273,2023-09-10,Román Gallardo Elorza,Córdoba,Laptop,Tecnología,4,1663.1,6652.4,PayPal
274,2023-11-29,Donato Ferrer Chamorro,Madrid,Webcam,Tecnología,2,228.13,456.26,Transferencia
275,2023-05-10,Abril Reina Lledó,Las Palmas,Webcam,Periféricos,7,338.8,2371.6,Transferencia
276,2023-07-08,Álvaro Borja Codina,Salamanca,Webcam,Periféricos,3,1642.84,4928.52,Tarjeta
277,2024-08-30,Griselda del Estevez,Cuenca,Auriculares,Tecnología,5,28.42,142.1,PayPal
278,2025-04-19,Marcelino Marín,Zamora,Auriculares,Periféricos,4,1698.94,6795.76,Transferencia
279,2023-11-21,María Teresa de Casares,Girona,Teclado,Periféricos,2,1603.21,3206.42,PayPal
280,2025-04-12,Elisabet Olivera,Cádiz,Laptop,Periféricos,1,357.83,357.83,PayPal
281,2024-04-28,Chucho Calzada Alegria,Salamanca,Impresora,Tecnología,6,2299.04,13794.24,PayPal
282,2023-03-21,Victorino Serra Leon,Valencia,Disco SSD,Accesorios,7,131.35,919.45,Tarjeta
283,2023-12-16,José Barroso Gonzalo,Huelva,Monitor,Periféricos,10,772.36,7723.6,Efectivo
284,2025-01-04,Valentín del Porras,Toledo,Monitor,Periféricos,4,1431.58,5726.32,Tarjeta
285,2024-08-05,Otilia Sevilla,Granada,Tablet,Tecnología,6,2348.11,14088.66,Efectivo
286,2024-02-24,Francisco Javier Agustí Benavente,Barcelona,Teclado,Tecnología,2,1430.61,2861.22,PayPal
287,2024-06-22,Noé de Arribas,Guadalajara,Memoria RAM,Tecnología,3,904.8,2714.4,Transferencia
288,2024-09-27,Adán Juárez Aller,Zamora,Teclado,Oficina,1,420.92,420.92,PayPal
289,2023-01-28,Noa Valbuena,Cáceres,Teclado,Accesorios,7,633.52,4434.64,Transferencia
290,2023-09-08,Reyes Nogueira Saura,Almería,Webcam,Tecnología,4,1111.21,4444.84,Transferencia
291,2025-04-14,Montserrat Miriam Planas Becerra,Las Palmas,Mouse,Oficina,6,2148.71,12892.26,PayPal
292,2023-08-22,Onofre Modesto Ibañez Moya,Barcelona,Webcam,Periféricos,6,130.72,784.32,Tarjeta
293,2023-12-03,Tomasa Camino Chacón,Baleares,Monitor,Periféricos,9,1319.66,11876.94,PayPal
294,2024-02-27,Alexandra Coloma-Tamayo,León,Tablet,Oficina,2,2413.98,4827.96,Tarjeta
295,2024-01-12,Araceli Tapia Hernando,La Coruña,Teclado,Accesorios,6,995.51,5973.06,Transferencia
296,2024-03-26,Evita Moraleda-Marti,Pontevedra,Auriculares,Oficina,7,625.14,4375.98,PayPal
297,2023-06-27,Octavia Esteban Varela,León,Memoria RAM,Tecnología,4,1973.5,7894.0,Efectivo
298,2024-09-02,Benigna Isabela Cánovas Salazar,Tarragona,Memoria RAM,Accesorios,5,508.06,2540.3,Tarjeta
299,2025-04-26,Américo Zurita Pizarro,Pontevedra,Auriculares,Tecnología,2,905.43,1810.86,Efectivo
300,2023-03-16,Efraín Luz Diez,León,Mouse,Oficina,5,51.25,256.25,Transferencia
301,2023-12-31,Andrés Felipe Sarmiento,Santa Cruz de Tenerife,Auriculares,Oficina,4,411.63,1646.52,Tarjeta
302,2023-11-08,Marcial Céspedes Santos,Cáceres,Webcam,Tecnología,7,308.04,2156.28,Transferencia
303,2023-11-08,Purificación del Carballo,Zamora,Impresora,Tecnología,2,657.29,1314.58,Efectivo
304,2024-02-14,Alexandra Román Carbonell,Zamora,Teclado,Oficina,5,1805.26,9026.3,Tarjeta
305,2023-10-30,José Ángel Torralba Alonso,Valladolid,Teclado,Accesorios,7,1070.38,7492.66,PayPal
306,2024-12-25,Vinicio del Suarez,Murcia,Memoria RAM,Oficina,1,243.89,243.89,Transferencia
307,2024-06-22,Apolinar Verdú Cuevas,Navarra,Mouse,Periféricos,9,127.61,1148.49,Transferencia
308,2024-03-08,Joaquina Gras-Uriarte,Granada,Laptop,Accesorios,10,2200.07,22000.7,Transferencia
309,2024-02-16,Natalia Ocaña-Valderrama,Cantabria,Auriculares,Tecnología,9,801.45,7213.05,PayPal
310,2024-01-13,Chelo Lorena López Marín,Badajoz,Laptop,Accesorios,9,153.43,1380.87,PayPal
311,2024-10-07,Flavio Elías Quesada,Navarra,Webcam,Oficina,6,213.83,1282.98,Efectivo
312,2024-07-16,Alberto Morante,Vizcaya,Webcam,Periféricos,8,383.25,3066.0,Transferencia
313,2024-07-30,Loreto Figueroa Leal,La Rioja,Laptop,Oficina,7,218.44,1529.08,Tarjeta
314,2023-02-06,Jonatan de Gutiérrez,Baleares,Impresora,Periféricos,2,234.88,469.76,Transferencia
315,2023-11-19,Josué Zabaleta Checa,Ceuta,Monitor,Tecnología,1,1724.95,1724.95,Efectivo
316,2024-08-07,Samanta del Expósito,Guipúzcoa,Monitor,Tecnología,1,1527.37,1527.37,Transferencia
317,2023-02-17,Natanael Enrique Barrio Catalá,Ávila,Webcam,Oficina,2,2057.56,4115.12,Tarjeta
318,2023-11-01,Diego Cuadrado Rosales,Tarragona,Teclado,Accesorios,8,1428.07,11424.56,PayPal
319,2024-02-21,Gregorio Ripoll Iglesias,Almería,Memoria RAM,Tecnología,7,673.89,4717.23,PayPal
320,2023-11-25,Juan Jiménez-Martí,Badajoz,Impresora,Oficina,3,963.57,2890.71,PayPal
321,2024-01-03,Florinda Araceli Manjón Rivera,Santa Cruz de Tenerife,Teclado,Accesorios,10,1846.56,18465.6,Efectivo
322,2023-05-27,Apolinar Barceló Múñiz,Ourense,Memoria RAM,Periféricos,3,93.39,280.17,Efectivo
323,2024-11-22,Abraham Azcona Castilla,Valencia,Impresora,Accesorios,7,2393.21,16752.47,Efectivo
324,2023-04-16,Emma Martínez Llorens,Tarragona,Tablet,Tecnología,6,1163.18,6979.08,Transferencia
325,2024-08-15,Erasmo Tur Montaña,Ceuta,Tablet,Tecnología,1,1274.0,1274.0,Tarjeta
326,2024-08-14,Agapito Ripoll Agullo,Lleida,Webcam,Periféricos,8,217.25,1738.0,PayPal
327,2023-06-17,Martina Trini Tejada Santos,Ceuta,Teclado,Periféricos,10,2066.48,20664.8,Tarjeta
328,2025-03-10,Pía Antúnez,Ceuta,Disco SSD,Periféricos,7,2270.51,15893.57,PayPal
329,2025-03-06,Hernán Rosales Lamas,Burgos,Impresora,Periféricos,1,2438.71,2438.71,PayPal
330,2023-06-13,Vicente Crespi Gimeno,Burgos,Teclado,Tecnología,5,2368.76,11843.8,Transferencia
331,2023-03-01,Pascual Taboada Ávila,Álava,Mouse,Oficina,4,258.21,1032.84,Transferencia
332,2023-11-20,Jessica Aramburu Ropero,Guadalajara,Auriculares,Periféricos,7,1483.32,10383.24,Tarjeta
333,2023-04-05,Valentina Zurita Exposito,Navarra,Monitor,Accesorios,7,2340.13,16380.91,Tarjeta
334,2023-05-12,Reyna Morales Zorrilla,Ciudad,Tablet,Tecnología,10,1286.96,12869.6,Efectivo
335,2023-04-26,Noé Rodriguez Nogueira,Cantabria,Monitor,Periféricos,9,2267.17,20404.53,PayPal
336,2024-05-04,Vasco Sierra,Sevilla,Tablet,Accesorios,7,2400.96,16806.72,Tarjeta
337,2024-07-23,Toni Casanovas Granados,Zamora,Disco SSD,Accesorios,5,1177.31,5886.55,Efectivo
338,2024-11-22,Pánfilo Simó Montenegro,Álava,Monitor,Tecnología,8,1321.29,10570.32,Transferencia
339,2023-01-30,Fermín Bauzà Nuñez,Segovia,Mouse,Accesorios,5,1396.72,6983.6,PayPal
340,2024-10-08,Rafaela Company,Barcelona,Laptop,Tecnología,8,1698.51,13588.08,PayPal
341,2023-07-30,Miriam Soriano Briones,La Coruña,Monitor,Periféricos,10,1723.44,17234.4,Efectivo
342,2024-02-02,Baltasar Valcárcel Solsona,La Coruña,Monitor,Periféricos,4,2306.69,9226.76,PayPal
343,2023-03-30,Amor Rosselló-Herrero,Jaén,Mouse,Accesorios,10,951.24,9512.4,Transferencia
344,2024-04-12,Agapito Rivera Prado,Albacete,Memoria RAM,Accesorios,9,1104.32,9938.88,Efectivo
345,2024-11-12,Roxana Arnau Guzman,La Rioja,Auriculares,Tecnología,6,73.29,439.74,PayPal
346,2024-11-05,Mariano Mena Cases,La Coruña,Teclado,Accesorios,6,964.5,5787.0,Tarjeta
347,2023-10-28,Rodolfo Gras Martinez,Tarragona,Webcam,Periféricos,7,397.32,2781.24,Efectivo
348,2024-09-26,Camila Carvajal Bermudez,Zaragoza,Memoria RAM,Tecnología,10,964.69,9646.9,Transferencia
349,2024-09-22,Asunción Vicens,Baleares,Tablet,Periféricos,1,1207.42,1207.42,Tarjeta
350,2025-03-12,Eutropio Ferrán-Romeu,Segovia,Tablet,Periféricos,2,2038.12,4076.24,Efectivo
351,2024-07-01,Horacio Poza Andrés,Álava,Tablet,Periféricos,2,2484.25,4968.5,Transferencia
352,2024-05-05,Constanza Carmen Olivé Fortuny,Burgos,Mouse,Accesorios,3,1540.04,4620.12,Transferencia
353,2024-04-09,Haydée Torralba Villalba,Málaga,Tablet,Oficina,6,2244.85,13469.1,PayPal
354,2025-02-04,Ariadna Amador Morata,Burgos,Laptop,Accesorios,5,2202.78,11013.9,Tarjeta
355,2025-02-15,Simón del Arroyo,Barcelona,Webcam,Oficina,1,1083.49,1083.49,Transferencia
356,2024-07-29,Lucila Benítez Blanco,Baleares,Disco SSD,Oficina,1,1966.56,1966.56,Efectivo
357,2025-02-12,Eugenia Otilia Vazquez Marin,Córdoba,Mouse,Oficina,5,2465.26,12326.3,Tarjeta
358,2023-03-02,José María Omar Palma Checa,Valladolid,Disco SSD,Periféricos,5,940.67,4703.35,Tarjeta
359,2023-06-22,Edu Cózar Andrade,Pontevedra,Webcam,Tecnología,8,1679.11,13432.88,PayPal
360,2024-06-22,Ezequiel Agudo,Zaragoza,Webcam,Tecnología,5,33.28,166.4,Efectivo
361,2023-12-17,Rufino Piñol Manjón,La Coruña,Teclado,Accesorios,1,732.37,732.37,Tarjeta
362,2024-08-17,Josué Perera Pou,Huelva,Laptop,Tecnología,6,1832.85,10997.1,Tarjeta
363,2023-05-27,Eduardo Cayetano Rosselló Posada,Ceuta,Auriculares,Accesorios,7,2202.75,15419.25,Efectivo
364,2024-10-07,Jose Carlos Almagro-Grau,Huelva,Impresora,Periféricos,5,2104.12,10520.6,Efectivo
365,2023-05-10,Andrés Felipe Palmer Garrido,Lleida,Tablet,Tecnología,2,1875.43,3750.86,Transferencia
366,2023-08-22,Estrella de Campos,Toledo,Memoria RAM,Tecnología,4,2439.84,9759.36,Tarjeta
367,2023-01-22,Quique Fabián Ramirez Campos,Burgos,Memoria RAM,Oficina,7,2063.07,14441.49,Efectivo
368,2024-01-07,Piedad Salom Crespi,Pontevedra,Monitor,Accesorios,9,1047.11,9423.99,PayPal
369,2024-05-16,Ana Sofía del Rubio,Córdoba,Teclado,Tecnología,4,241.1,964.4,Transferencia
370,2024-03-11,Dorotea Nebot Jaume,Toledo,Teclado,Accesorios,3,1559.76,4679.28,Tarjeta
371,2023-03-27,América Amarilis Nuñez Merino,Sevilla,Impresora,Tecnología,6,757.54,4545.24,Efectivo
372,2023-11-27,Héctor Gabriel Cerezo Carbó,Cádiz,Memoria RAM,Accesorios,6,213.16,1278.96,Transferencia
373,2023-07-11,Emilio Palomares Franco,Huesca,Memoria RAM,Oficina,9,2445.11,22005.99,Tarjeta
374,2025-02-11,Evelia Claudia Quintanilla Serra,Baleares,Laptop,Oficina,7,1756.07,12292.49,Tarjeta
375,2023-08-18,Dora Samper Carmona,Barcelona,Disco SSD,Tecnología,6,1168.06,7008.36,Transferencia
376,2023-12-17,Lorenza Cervantes Gutierrez,Segovia,Webcam,Oficina,6,843.68,5062.08,Efectivo
377,2024-03-17,Lorena Pascual Gonzalez,Murcia,Disco SSD,Accesorios,6,1808.94,10853.64,Transferencia
378,2024-02-19,Charo Noriega,Albacete,Webcam,Oficina,7,46.77,327.39,Efectivo
379,2023-12-16,Máximo de Alonso,Valladolid,Auriculares,Oficina,9,1117.35,10056.15,PayPal
380,2024-05-13,Ibán Falcón-Martin,La Rioja,Teclado,Tecnología,10,799.56,7995.6,Transferencia
381,2023-02-10,Omar José Ángel Salamanca Aguirre,Madrid,Mouse,Periféricos,10,1996.17,19961.7,Transferencia
382,2024-03-14,Reyna Carnero Peñas,Álava,Monitor,Periféricos,7,2487.98,17415.86,PayPal
383,2023-01-18,Maite Barrera Fonseca,Pontevedra,Memoria RAM,Tecnología,3,2291.63,6874.89,PayPal
384,2024-08-27,Jaime Perera Solís,Granada,Laptop,Oficina,10,1587.49,15874.9,Efectivo
385,2023-04-29,Sandalio Larrañaga-Ruano,Guadalajara,Laptop,Oficina,9,164.33,1478.97,Tarjeta
386,2024-03-28,Dimas Aguado Pardo,Granada,Laptop,Oficina,10,813.3,8133.0,Tarjeta
387,2025-04-25,Angelina del Navarro,Madrid,Webcam,Tecnología,5,146.24,731.2,Efectivo
388,2024-12-19,Galo Arana Arcos,Teruel,Webcam,Oficina,2,2250.34,4500.68,Tarjeta
389,2025-02-14,Óscar Rojas Lucena,Zaragoza,Mouse,Tecnología,4,268.67,1074.68,Transferencia
390,2024-10-20,Plácido Abad Arteaga,Ciudad,Mouse,Periféricos,1,2010.07,2010.07,Efectivo
391,2025-04-20,Jordana Bonet-Barragán,Navarra,Webcam,Tecnología,8,1287.33,10298.64,Efectivo
392,2024-11-11,Jeremías Noguera Gargallo,Castellón,Teclado,Periféricos,1,2172.23,2172.23,Transferencia
393,2024-06-19,Heliodoro Piña Galván,Málaga,Monitor,Tecnología,3,63.6,190.8,Transferencia
394,2024-07-10,César Sainz,Madrid,Laptop,Oficina,8,1013.64,8109.12,PayPal
395,2025-02-11,Marcos Lara Clavero,Ourense,Auriculares,Tecnología,1,258.64,258.64,Transferencia
396,2024-03-28,Chema Rico Jaume,Sevilla,Memoria RAM,Tecnología,9,1546.8,13921.2,Transferencia
397,2024-11-02,Melchor Doménech Ferrán,Cáceres,Monitor,Accesorios,6,900.01,5400.06,PayPal
398,2025-01-16,Marisa Barbero-Mateos,Burgos,Mouse,Accesorios,4,2385.79,9543.16,Efectivo
399,2023-04-02,Verónica Blázquez Amores,Sevilla,Impresora,Accesorios,9,465.57,4190.13,Tarjeta
400,2024-05-26,Lalo del Bertrán,Córdoba,Monitor,Accesorios,10,906.59,9065.9,PayPal
401,2024-02-17,Trinidad Ibarra,Tarragona,Tablet,Accesorios,8,976.87,7814.96,PayPal
402,2023-07-17,Adán Gárate Mulet,Albacete,Memoria RAM,Oficina,4,37.57,150.28,Transferencia
403,2023-10-13,Evaristo Cerro Cornejo,Jaén,Tablet,Oficina,10,547.42,5474.2,Efectivo
404,2023-01-25,Aurelia Zorrilla,Teruel,Memoria RAM,Oficina,5,2443.81,12219.05,Transferencia
405,2024-02-04,Jose Alegria Valentín,Ceuta,Monitor,Accesorios,6,1820.61,10923.66,Transferencia
406,2023-10-30,Cayetana Nieves Vázquez Gámez,Zaragoza,Memoria RAM,Tecnología,8,390.12,3120.96,Efectivo
407,2023-04-16,Alfonso Olivares Chacón,Las Palmas,Mouse,Oficina,7,710.22,4971.54,Transferencia
408,2024-01-18,Emelina Saura Valenzuela,Málaga,Laptop,Periféricos,2,70.97,141.94,Efectivo
409,2023-07-21,Isidora Carmina Mateo Doménech,Córdoba,Auriculares,Oficina,4,350.46,1401.84,Transferencia
410,2023-11-10,Aureliano Ismael Barceló Pino,Jaén,Mouse,Tecnología,4,380.57,1522.28,Tarjeta
411,2023-06-14,Leandro Rosselló Tejera,Córdoba,Tablet,Periféricos,2,841.41,1682.82,Transferencia
412,2024-08-08,Áurea Prada Trillo,Baleares,Laptop,Tecnología,8,2317.87,18542.96,PayPal
413,2023-05-05,Joan Osorio Iniesta,Córdoba,Tablet,Oficina,2,1105.1,2210.2,Transferencia
414,2023-06-20,Lucio Cuéllar Canet,Ciudad,Memoria RAM,Tecnología,9,792.54,7132.86,PayPal
415,2024-08-20,Alma Blanca Luque,Madrid,Mouse,Periféricos,10,2427.14,24271.4,Transferencia
416,2023-03-28,Guiomar Olivia Diéguez Moles,Murcia,Auriculares,Accesorios,7,729.33,5105.31,Tarjeta
417,2024-05-28,Haydée Amador Escrivá,Albacete,Memoria RAM,Tecnología,4,1869.63,7478.52,Transferencia
418,2025-04-26,Ibán Cabañas Feijoo,Albacete,Tablet,Accesorios,6,2192.31,13153.86,Tarjeta
419,2024-02-03,Victor Manuel Núñez Saldaña,Toledo,Monitor,Periféricos,8,638.28,5106.24,Efectivo
420,2023-01-18,Edu Sotelo Haro,Huesca,Impresora,Accesorios,6,1445.44,8672.64,PayPal
421,2024-09-30,Marina Bárbara Gutierrez Donoso,Jaén,Teclado,Oficina,2,495.96,991.92,Efectivo
422,2025-04-25,Paulino Quirós Oliver,Huelva,Impresora,Periféricos,5,795.02,3975.1,Efectivo
423,2024-01-02,Ángel de Anaya,Albacete,Webcam,Oficina,9,1513.63,13622.67,PayPal
424,2024-09-11,Rodolfo Garay Ibarra,Murcia,Tablet,Periféricos,10,485.58,4855.8,Efectivo
425,2023-03-03,Josefa Vidal Montoya,Asturias,Mouse,Accesorios,3,2491.55,7474.65,Efectivo
426,2023-06-06,Prudencio Dominguez-Soria,La Coruña,Webcam,Accesorios,5,68.85,344.25,PayPal
427,2023-06-13,Evelia del Riba,Baleares,Mouse,Accesorios,7,1510.88,10576.16,Tarjeta
428,2023-09-17,Asunción Pont Pedro,Guadalajara,Auriculares,Tecnología,4,1423.07,5692.28,Tarjeta
429,2023-05-02,Alcides del Ibáñez,Asturias,Impresora,Oficina,10,568.38,5683.8,Transferencia
430,2024-11-21,Eugenio Álvarez Guijarro,Cuenca,Memoria RAM,Accesorios,6,1871.36,11228.16,Transferencia
431,2024-08-22,Pío Azorin Santiago,Almería,Impresora,Tecnología,6,583.45,3500.7,Transferencia
432,2023-01-07,Plácido Camacho Naranjo,Vizcaya,Teclado,Tecnología,1,2273.12,2273.12,Tarjeta
433,2023-03-02,Cristian del Giralt,Burgos,Mouse,Oficina,8,1623.87,12990.96,PayPal
434,2024-12-29,Onofre Ojeda Gallart,Cádiz,Disco SSD,Oficina,9,1316.0,11844.0,Transferencia
435,2024-10-26,Darío Juliá,Tarragona,Memoria RAM,Tecnología,4,2323.12,9292.48,Tarjeta
436,2023-07-14,Tomasa Domínguez Flor,Sevilla,Webcam,Periféricos,10,1448.9,14489.0,Tarjeta
437,2024-05-01,Baldomero Pascual Capdevila Morante,La Coruña,Memoria RAM,Accesorios,3,1633.74,4901.22,Efectivo
438,2023-05-03,Candelaria Borrell Benavente,Córdoba,Monitor,Accesorios,9,2249.43,20244.87,Efectivo
439,2025-04-01,Yésica Garmendia Pelayo,Burgos,Memoria RAM,Periféricos,10,1056.1,10561.0,PayPal
440,2023-05-06,María Belén Carrión-Heras,Zaragoza,Teclado,Oficina,5,87.8,439.0,PayPal
441,2024-07-25,Manu de Luque,Las Palmas,Auriculares,Accesorios,1,581.29,581.29,Transferencia
442,2024-09-24,Leyre Rosell Tovar,Guipúzcoa,Impresora,Periféricos,5,1736.33,8681.65,PayPal
443,2023-01-06,Cayetano Delgado,Barcelona,Auriculares,Accesorios,2,1094.25,2188.5,PayPal
444,2023-03-20,Clara Prudencia Alberto Cuervo,Madrid,Teclado,Tecnología,5,1964.5,9822.5,Efectivo
445,2024-05-17,Olga Muro Herranz,Santa Cruz de Tenerife,Monitor,Tecnología,10,68.7,687.0,Tarjeta
446,2023-02-11,José Luis Herrera Vazquez,Granada,Auriculares,Tecnología,10,1678.34,16783.4,Efectivo
447,2023-03-16,Águeda Perea Torrecilla,Lleida,Mouse,Accesorios,3,596.31,1788.93,Efectivo
448,2024-03-14,Eladio Figueras,Melilla,Auriculares,Oficina,4,245.04,980.16,Efectivo
449,2024-06-15,Victorino Pino Bosch,Albacete,Mouse,Tecnología,7,1722.76,12059.32,Tarjeta
450,2024-07-29,Noemí Martín León,Guadalajara,Mouse,Oficina,2,65.91,131.82,Transferencia
451,2023-08-09,Plácido Pozo Talavera,Alicante,Mouse,Periféricos,10,1020.0,10200.0,PayPal
452,2023-01-12,Ernesto de Blasco,Barcelona,Impresora,Accesorios,8,1357.16,10857.28,PayPal
453,2024-03-13,Cándido de Tejera,Toledo,Monitor,Oficina,1,2124.97,2124.97,PayPal
454,2024-06-10,Reynaldo Alfredo Álvarez Serrano,Palencia,Laptop,Periféricos,10,185.96,1859.6,PayPal
455,2024-03-16,Encarnita Doménech Jáuregui,Barcelona,Mouse,Accesorios,10,1056.82,10568.2,Transferencia
456,2023-12-07,Nacio Ferreras-Porcel,Cádiz,Tablet,Periféricos,10,1513.05,15130.5,PayPal
457,2024-08-10,Tiburcio Amor Carballo,Barcelona,Auriculares,Tecnología,6,1772.18,10633.08,PayPal
458,2024-11-17,Juan Francisco Rubio Ballesteros,Las Palmas,Mouse,Accesorios,6,1677.12,10062.72,PayPal
459,2024-10-26,Pío Posada Roda,Asturias,Webcam,Accesorios,9,529.17,4762.53,Tarjeta
460,2025-02-14,Olalla Benito Cerdá,Guipúzcoa,Teclado,Accesorios,8,2439.1,19512.8,Tarjeta
461,2023-04-28,Gerardo Peñalver Ojeda,La Coruña,Tablet,Accesorios,1,521.49,521.49,Transferencia
462,2024-11-20,Rosalía Viña Salamanca,Almería,Disco SSD,Tecnología,3,2262.63,6787.89,Transferencia
463,2024-08-21,Imelda Ayllón Barceló,Castellón,Memoria RAM,Oficina,2,2013.13,4026.26,Efectivo
464,2023-10-22,Simón Matas Angulo,Las Palmas,Monitor,Accesorios,9,518.37,4665.33,Transferencia
465,2024-10-03,Gil Bastida Camps,Badajoz,Teclado,Tecnología,2,411.34,822.68,PayPal
466,2024-03-06,Severiano Daza Raya,Teruel,Impresora,Periféricos,10,568.82,5688.2,PayPal
467,2023-09-15,Marcelino Pedro Sanmiguel,Córdoba,Impresora,Oficina,6,1218.31,7309.86,Tarjeta
468,2023-06-04,Marino Alfonso Vallés Estrada,Toledo,Auriculares,Oficina,6,1287.1,7722.6,Transferencia
469,2025-02-26,Graciela Somoza Roldan,Sevilla,Webcam,Accesorios,9,269.42,2424.78,PayPal
470,2025-02-21,Maite Salcedo Méndez,Girona,Webcam,Oficina,6,1514.8,9088.8,Efectivo
471,2023-09-05,Pepe Cifuentes-Guillen,Guipúzcoa,Webcam,Oficina,4,1494.95,5979.8,Tarjeta
472,2024-10-21,Isaura Ropero Gonzalo,Girona,Webcam,Tecnología,8,1178.8,9430.4,Transferencia
473,2023-11-26,Carmelita del Segarra,Las Palmas,Teclado,Oficina,1,1779.88,1779.88,Efectivo
474,2023-04-30,Jose Francisco Marquez-Aragón,Melilla,Teclado,Tecnología,5,1152.44,5762.2,Tarjeta
475,2024-09-14,Gustavo Villalba Olivera,Burgos,Webcam,Periféricos,7,2497.79,17484.53,Tarjeta
476,2024-09-17,María Cristina Delgado Polo,Pontevedra,Laptop,Accesorios,1,506.72,506.72,Tarjeta
477,2024-07-14,Maximiano Gascón Velázquez,Vizcaya,Mouse,Periféricos,5,298.79,1493.95,PayPal
478,2025-02-27,Alma Miranda,Álava,Tablet,Tecnología,4,2433.87,9735.48,Efectivo
479,2024-03-18,Susana Antón Menéndez,Segovia,Laptop,Oficina,4,1553.22,6212.88,PayPal
480,2025-04-30,Fabiana Leiva Hierro,Vizcaya,Monitor,Accesorios,7,723.93,5067.51,Transferencia
481,2025-01-08,Horacio Izquierdo Rebollo,Guipúzcoa,Impresora,Periféricos,3,550.19,1650.57,Tarjeta
482,2024-09-11,Isidoro Ureña Alegre,Navarra,Impresora,Oficina,1,1636.63,1636.63,Transferencia
483,2024-08-03,Josefa Berrocal Tur,Barcelona,Auriculares,Periféricos,10,2040.18,20401.8,PayPal
484,2023-04-24,Ester Josefina Aguiló Fuster,Castellón,Teclado,Tecnología,3,2168.19,6504.57,Tarjeta
485,2024-06-13,Maricela Flores Pizarro,La Coruña,Monitor,Tecnología,8,285.08,2280.64,Efectivo
486,2023-09-10,Isidro Almagro-Peñalver,Cantabria,Impresora,Oficina,2,1802.28,3604.56,Efectivo
